month,Algeria,Argentina,Armenia,Australia,Austria,Bangladesh,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Finland,France,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Libya,Malaysia,Mexico,Morocco,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of Korea,Republic of the Congo,Romania,Russia ,Rwanda,Saudi Arabia,Senegal,Serbia,Singapore,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Turkey,Uganda,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe,Grand Total
2020-09-23,1,59,0,17,3,0,0,8,4,0,0,26,0,25,17,6,12,1,2,1,5,1.5,4,13,1,0,1,72,12,1,4,1,0,0,0,185,14,0,1.5,22,15,19,0,12,2,0,4,0,1,0,2.5,32,0,1,22,1,1,5,0,2,8,5,0,6,6,1,1,2,1,0,0,2,2,1,0,0,2,7,67,0,2,7,0,1.5,41,4,5,223,235,2,12,0,0,1,0,1297
2020-09-24,1,61,0,13,1,2,0,7,2.5,0,0,29,1,33,17,6,10,0,2,1,2,2,4,6,1,0,5,80,23,1,7,1,0,0,0,166,9,1,1,31,17,45,0,12,1,0,3,1,4,0,4,47,1,1,18,1,0,8,0,1,4,3,0,2,4,5,1,1.5,1,0,0,2,1,3,0,0,1,11,67,0,1,4,1,1,35,2,7,166,182,3,7,0,0,0,0,1209
2020-09-25,1,57,0,12,2,2,0,8,1,1,2,44,0,27,21,5,9,0,1,1,1,2,1,6,1,0,3,84,17,2,5,1,0,0,0,114,20,1,1,33,5,54,1,9,1,0,2,1,2,0,5,34,2,1,43,0,0,6,1,3,2,1,0,4,3,6,2,1,2,0,0,0,0,5,0,0,1,10,60,2,2,2.5,1,2,58,3,1,144,207,1,6,0,0,0,0,1191
2020-09-26,0,41,0,13,2,2,0,6,1,0,3,26,0,29,24,5,8,1,0,1,1,2,1,3,1,0,2,16,12,1,5,5,0,1,1,116,7,1,0,23,6,23,0,17,1,0,2,1.5,3.5,0,4,18,1,0,21,0,0,1,0,2,5,2,3,1,4,4,2,0,0,0,1,0,0,1,0,0,3,3,43,3,1.5,1,1,2,57,0,1,153,184,1,10,1,0,0,0,953
2020-09-27,0,25,0,16,2,0,0,3,1,0,3,28,0,45,17,6,8,1,0,1.5,2,1,1,4,0,0,1,17,20,1,4,0,0,0,0,138,15,1,0,19,6,25,0,11,0,0,3,2,5,0,5,23,3,0,13,0,1,5,1,3,2,4,0,7,5,1,1,0,0,0,0,3,0,1,0,0,2.5,3,44,4,1,3,1,3,32,0,11,88,163,2,5,1,0,0,0,865
2020-09-28,1,42,0,18,1,0,0,3,0,0,3,24,1,55,19,6,9,1,0,2,1,2,1,6,0,0,3,29,13,3,2,0,0,0,0,119,19,1,0,13,5,19,0,16,0,0,4,1.5,2,0,6,28,1,0,25,1,1,4,0,2,3.5,0,0,4,3,3,1.5,0,1,0,0,2.5,0,4,0,0,2,14,57,3.5,0,5,0,2,23,0,7,159,159,2,8,0,0,0,0,976
2020-09-29,1,48,0,20,0,5,0,4,0,0,0,23,0,51,15,2,14,1.5,0,7,2,4,0,10,0,0,1,21,20,2,6,2,0,1,0,123,14,2,1,16,6,23,1,10,0,0,1,1,8,0,3,32,1.5,0,48,1,2,2,0,6,5,0,0,2,5,3,2,0,0,0,0,2,1,1,0,0,3,5,50,3,0,2,0,1.5,29,4,5,119,217,1.5,8,0,0,0,0,1040
2020-09-30,0,65,0,12,0,1,0,7,0,0,0,29,0,23,22,6,18,2,1,4,1,0,0,12,0,0,2,38,17,2,10,0,0,1,0,135,10,1.5,2,15,10,25,2,21,0,0,1.5,0,5,0,1,33,2,0,17,0,1,6,0,1,8,3,0,9,2,3,1,1,0,0,1,3,0,1,0,0,1,10,59,4,3,1,0,1,57,0,5,130,238,1,11,0,0,0,0,1123
2020-10-01,0,13,0,4,0,0,0,7,0,0,0,10,0,8,13,1,4,0,1,2,2,0,2,4,0,0,4.5,13,6,1.5,3,0,0,0,0,83,6,1,3.5,12,4,33,0,8,0,1,2,0,0,0,3,31.5,0,0,18.5,0,2.5,3.5,0,1.5,6.5,3,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,9.5,20,0,0,2,0,1,49.5,0,5.5,63,517,0,16.5,0,0,0,0,320
2020-10-02,0,51,1,27,1,0,0,7,3,0,0,35,0,71,29,12,24,0,1,2,3,4,2,19,7,0,7,31,33,1,8,1,0,0,0,128,16,0,5,21,5,54,0,14,1,2,4,1,0,0,5,30,0,1,20,0,4,1,1,2,5,3,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,9,75,0,0,8,0,1,42,3,6,167,796,0,22,0,1,0,2,1858
2020-10-03,0,45,0,21,5,0,0,4,7,0,0,32,0,32,12,1,8,0,2,1.5,1,8,2,6,2,0,1,23,16,2,3,1,0,0,1,107,7,0,0,19,7,55,0,5,0,1.5,3,0,0,0,17,31,0,1,29,1,3,3,1,2,4,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,7,46,0,0,5,1,4,28,1,3,111,444,4,10,0,0,0,0,1216
2020-10-04,0,43,0,17,3,1,0,9,0,0,0,23,0,33,22,6,17,1,1,1,2,1,2,6,1,0,1,39,32,2,1,1,0,0,0,124,10,0,0,32,2,53,0,8,0,1,1,0,0,0,6,29,0,0,18,0,2,5,1,6,20,1,0,10,8,1,0,0,2,0,0,0,0,0,0,0,0,11,71,0,0,3,1,1,32,4,4,140,424,4,11,0,0,0,0,1325
2020-10-05,0,43,0,10,1,0,0,10,0,1,0,20,0,47,9,4,10,1,0,2,3,2,2,10,0,0,2,35,28,3,6,1,1,0,0,106,9,0,1,30,3,34,1,14,0,1,1,0,0,0,8,33,0,0,32,0,2,2,0,6,4,4,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,8,66,0,0,6,1,9,35,3,2,108,398,4,17,0,0,0,0,1215
2020-10-06,0,77,0,18,3.5,0,0,22,0,1,2,36,1,43,28,4,19,1,0,6,2,11,3,9,0,0,2,87,48,3,7,1,0,0,0,138,9,0,1,30,5,66,2,12,2,1,6,1,0,0,18,55,0,0,42,1,2,10,0,6,10,2,0,5,7,14,0,0,0,0,0,0,0,0,0,0,0,13,95,0,0,10,1,2,41,4,4,165,565,9,11,3,0,0,0,1819
2020-10-07,2,58,1,18,6,0,0,31,1,0,1,40,1,25,31,7,26,1,10,2,1,0,1,10,0,0,2,70,64,1,11,2.5,0,0,0,171,17,1,3,67,6,120,2.5,14,1,0,5,1,0,0,20,47,0,3,49,3,1,15,3,5,13,3,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,7,1,6,61,14,3,364,439,1,8,0,0,0,0,2033
2020-10-08,0,53,0,14,4,2,0,25,6,0,1,25,0,42,28,4,20,0,1,5,3,0,8,6,0,0,2,65,71,4,8,4,0,0,0,146,17,0,0,23,6,109,3,15,2,0,4,0,0,0,8,35,0,2,37,1,1,19,1,5,9,2,0,2,5,32,0,0,0,0,0,0,0,0,0,0,0,15,119,0,0,5,1,2,40,5,3,220,420,2,9,0,0,0,0,1749
2020-10-09,0,62,0,17,2,0,0,12,0,0,1,27,0,32,15,3,8,0,0,6,4,1,2,1,1,0,3,44,42,1,7,0,0,0,0,99,9,0,0,9,4,63,0,11,1.5,0,1,0,0,0,12,29,0,2,27,1,1,4,0,3,4,2,0,2,4,12,0,0,2,0,0,0,0,0,0,0,0,1,68,0,0,4,2,1,16,3,3,115,220,1.5,5,0,0,0,0,1037
2020-10-10,1,44,0,17,2,0,0,13,0,0,0,37,0,30,20,4,15,0,0,5,3,1,1,1,0,0,1,34,32,2,3,0,0,0,0,146,5,1,1,25,4,53,0,12,1,0,4,1,0,0,4,31,0,1,55,1,1,4,0,1,3,2.5,0,2,2,13,0,0,3,0,0,0,0,0,0,0,0,8,51,0,0,4,3,1,19,1,1,101,264,1,6,0,0,0,0,1109
2020-10-11,0,35,0,18,2,5,0,11,0,0,0,29,1,36,20,6,18,1,1,2,3,1,1,4,0,0,1,30,48,3,2,0,0,0,0,133,24,1,1,33,5,88,1,11,1,0,7,0,0,0,8,44,0,1,84,1,0,15,0,7,4,3,0,3,10,6,0,0,2,0,0,0,0,0,0,0,0,13,52,0,0,8,0,1,30,2,6,162,248,0,12,0,0,0,0,1315
2020-10-12,0,50,0,15,3,6,0,23,0,0,2,26,0,28,19,7,4,0,3,2,0,1,2,4,0,0,1,38,28,5,1.5,1,0,0,0,149,19,2.5,1,18,4,62,0,10,0,0,8,0,0,0,34,33,0,1,61,1.5,0,8,1,2,5,2,0,5,4,8,0,0,1,0,0,0,0,0,0,0,0,18,31,0,0,7,0,3,18,2,6,411,248,0,8,0,0,1,0,1476
2020-10-13,0,32,0,15,3,2,0,7,2,0,1,31,0,20,14,4,12,0,5,10,0,1,2,7,0,0,1,70,26,2,1,1,1,0,0,96,14,4,1,12,9,81,0,14,0,0,5,0,0,0,21,41,0,0,95,2,0,4,2,4,5,1,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,8,61,0,0,4,0,1,27,1,6,173,195,3,7,0,0,0,0,1202
2020-10-14,0,40,0,15,2,1,0,15,1,0,1,40,0,20,15,4,9,1,1,2,1,2,2,6,0,0,1,106,40,6,1,1.5,0,0,0,95,12,1,1,20,2,105,0,13,1,0,2,0,1,0,19,35,0,0,78,1,0,3,1.5,5,1,1,0,2,3,9,3,0,0,2,2,2,0,1,0,0,2,5,62,1,1,6,1,1,23,4,6,162,203,1,12,0,0,0,1,1254
2020-10-15,0,51,0,11,5,2,0,12,1,1,1,29,0,23,19,5,11,1,10,4,1,2,2,5,0,1,3,76,52,3,9,2,1,0,0,106,3,1,0,17,10,93,0,7,1,0,2,0,1,0,7,29,0,1,52,0,0,8,1,5,2,4,0,1,6,12,6,0,0,0,4,7,0,1,1,0,1,5,64,6,1,6,1,2,43,3,3,163,206,1,7,0,0,0,2,1267
2020-10-16,1,39,0,31,3,0,0,30,1,0,3,38,0,15,19,2,4,1,4,2,1.5,3,2,4,0,1,1,53,46,2,6,1.5,0,0,0,82,8,0,0,36,2,76,0,20,4,0,1,0,5,0,11,33,0,2,31,0,4,6,1,3,8,2,1,2,5,6,7,0,0,0,0,1,0,1,0,0,2,6,60,2,1,11,1,1.5,19,3,3,156,170,1,7,0,0,0,0,1137
2020-10-17,1,36,0,18,2,0,0,14,1,0,0,27,0,12,20,2,19,0,10,8,2,0,2,10,0,0,2,36,61,1,1,1,0,0,1,86,5,0,1,12,1,99,0,11,0,0,6,1,5,0,25,26,0,1,31,0,6,3,1,1,7,1.5,1,1,5,15,1,0,1,0,0,2,0,1,0,0,3,13,45,5,1,10,0,1,22,2,2,147,186,2,14,0,0,0,0,1105
2020-10-18,0,30,0,15,4,2,0,11,1,0,0,28,1,17,13,3,13,0,2,4,0,0,2,2,0,0,1,20,43,1,4,0,1,1,0,93,7,1,2,33,4,87,0,12,0,0,2,1,5,0,9,26,0,1,33,0,0,3,1,2,6,1,1,8,6,5,5,1,1,0,1,1.5,0,2,0,0,3,5,49,2,1.5,7,0,1,24,1,1,103,177,6,2,0,0,1,1,982
2020-10-19,0,36,0,10,2,1.5,0,16,0,0,1,52,0,15,13,4,9,0,2,5,0,0,2,8,0,0,1.5,14,50,1,3,0,0,0,0,81,12,0,2,89,4,74,0,12,0,0,4,1,2,0,16,32,1,1,22,0,0,3,1.5,2,3.5,3,0,3,5,3,9,0,1,0,5,1,0,2,0,0,1,8,54,1,2,6,0,1,20,2.5,2,141,224,1,6,1,0,0,0,1116
2020-10-20,0,48,0,17,3,1,0,15,0,2,1,42,0,25,8,5,14,0,3.5,4,1,1,1,17,0,0,2,36,41,1,15,1,0,0,0,140,7,0,1,52,5,132,0,11,0,0,5,4,2,0,11,40,2,1,24,1,1,9,2,5,1,1,0,3,2,3,2,0,1,0,2,2,0,1,1,1,4,13,76,3,1,11,0,4,31,4,3,178,204,9,16,0,0,0,0,1351
2020-10-21,0,57,0,15,3,1,0,22,0,2,1,56,0,25,16,2,19,0,5,16,1,1,1,6,0,1,1.5,51,60,2,7,0,0,0,1,60,21,0,1,57,11,116,0,11,0,0,2,1,3,0,17,61,0,1,32,0,1,3,1,3,3,3,0,7,4,15,1.5,0,1,0,3,1,0,3,0,1,3,6,86,11,1.5,11,0,1,43,2.5,4,174,215,7,10,0,0,0,0,1414
2020-10-22,0,50,0,12,9,1,0,27,1,2,1,53,0,25,25,2,15,1,5,4,1,3,1,13,0,0,1,125,83,2,15,0,0,0,0,98,10,2,2,75,1,180,2,12,0,0,7,3,3.5,0,7,66,0,1,25,0,0,15,1,4,3,2,0,4,6,6,1,1,1,1,2,3,0,1,0,3,1,8,91,9,2,11,0,2,49,1,2,155,277,7,7,2,1,0,0,1669
2020-10-23,0,39,1,12,7,1,0,55,0,0,1,55,1,39,19,3,14,1,5,13,2,9,1.5,9,2,0,1,117,84,1.5,15,0,0,0,0,90,16,3,1,45,2,320,1,11,1,0,1,3,4,1,5,103,1,2,44,3,0,3,2,0,5,1,2,6,2,17,1,1,2,0,2,3,1,1,0,0,4,7,119,10,1,17,0,3,56,5,5,221,308,7,7,1,0,0,0,2007
2020-10-24,0,34,0,10,5,1,0,22,0,0,1,32,0,23,8,3,19,0,2,6,2,5,2,5,0,0,1,45,64,1,8,2,0,0,0,91,15,1,2,44,6,250,1,6,0,0,4,4,2.5,0,15,32,0,1,30,1,0,9,2,0,3,2.5,0,5,9,12,2,1,3,0,1.5,1,0,2,0,0,2,3,64,13,2,5,0,2,60,1,4,128,285,3,9,1,0,1,0,1432
2020-10-25,0,40,0,13,3,0,0,12,0,0,1,25,0,29,8,5,19,0,2,7,3,4,1,11,0,0,0,32,55,2.5,6,0,0,0,0,75,14,4,1,34,10,173,2,16,0,0,2,3,1,0,12,27,0,4,31,0,0,2,1,2,3,4,0,4,7,4,3,1,1,0,1,0,0,2,0,0,2,2,85,10,1,14,0,1.5,37,1,3,107,233,1,5,1,0,0,0,1232
2020-10-26,0,33,0,24,4,0,0,17,7,1,1,33,0,18,14,4,13,1,2,8,2,2,3,4,0,1,0,40,43,4,2,0,0,0,0,68,9,2,1.5,31,4,143,1.5,13,0,0,1,1,1,0,8,25,2,4,18,0,0,1,1,5,2,3,0,3,2,8,5,1,0,0,4,0,0,1,0,1,1,8,82,7,2,14,0,1,29,3,2,110,238,1,10,1.5,1,0,0,1155
2020-10-27,0,52,0,16,6,0,0,36,1,1,1,44,1,16,16,3,22,2,2,6,3,2,0,5,0,0,3,46,70,3,14,0,0,0,1,81,6,0,2,24,5,133,1,18,1,0,2,1,1,0,14,61,1,1,25,0,0,3,2,2,4,2,0,4,4,7,7,0,0,0,1,1,0,3,0,0,2,8,79,6,3,2,0,1.5,42,1,4,114,227,2,76,2,0,0,0,1370
2020-10-28,0,57,0,14,4,0,0,24,5.5,1,1,40,0,25,15,4,23,0,1,5,2,2.5,0,8,0,0,5,74,248,2,21,0,0,0,1,85,9,0,0,25,1,150,0,11,0,0,3,1,4,0,4,41,0,1,33,0,0,4,3,2,6,1,2,5,3,9,4,0,0,0,3,1,0,2,1,0,2,9,98,10,2,19,0,2,50,1,2,142,258,3,6,0,0,0,1,1620
2020-10-29,0,50,0,21,8,2,0,26,10,0,2,31,0,20,29,5,26,0,1,4,3,3,0,5,0,0,2,50,111,2,11,0,0,0,2,82,7,2,0,19,4,108,0,14,0,1,2,1,3,0,5,50,0,0,17,0,0,3,1,1.5,8,1,1,3,2,9,2,1,1,0,1,2,0,4,0,0,1,7,67,9,1,12,0,1.5,20,1,2,122,231,1,7,0,0,1,0,1279
2020-10-30,0,32,0,10,19,0,0,43,16,0,2,20,0,30,18,2,20,0,4,2,1,5,1,8,0,0,1,60,82,4,5,2,0,0,1.5,69,7,1.5,0,26,1,107,1,19,3,3,3,1,5,0,4,31,0,0,18,0,0,3,1,1,9,1,1,3,4,3,7,1,0,0,2,5,0,2,1,1,0,6,85,11,3,3,1,1,19,0,1,164,249,0,7,0,0,0,0,1303
2020-10-31,0,22,0,21,32,0,0,43,18,0,0,48,0,44,18,5,17,1,3,2,2,2,0,5,1,1,1,65,92,0,9,3,0,0,1,68,9,1,0,23,1,136,1,12,0,0,7,1,6,0,7,34,0,0,29,0,0,2,2,3,6,3,0,5,5,4,5,1,0,0,2,2,0,0,0,0,0,11,65,15,2,8,1,3,40,0,1,795,324,0,2,0,0,0,0,2118
2020-11-01,0,17,0,8,12,0,0,20,0,0,0,31,0,17,12,3,6,1,4,3,1,1,0,11,0,0,0,60,74,0,16.5,2,0,0,0,1,8,0,0,3,4.5,18,0,2,0,0,4.5,2.5,0,0,6,11,0,0,6,0,0,1,1,2,3,2,0,1,4.5,2,0,0,0,0,0,0,0,0,0,0,0,7,58,0,0,5,0,0,31.5,0,4,327,236.5,0,4.5,0,0,0,0,727
2020-11-02,0,44,0,17,14,2,0,22,0,0,1,42,1,26,14,4,19,1.5,5,2,1,2,1,7,0,0,0,87,92,2,24,1,0,0,0,79,7,0,0,23,8,91,0,13,1,0,2,4,0,0,5,35,0,1,26,0,0,4,1,4,5,1,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,3,69,0,0,6,0,0,23,4,5,330,149,1,7,0,0,0,0,1359
2020-11-03,0,36,0,15,11,1.5,0,12,0,0,1,29,1,16,17,2,13,2,4,2,1,2,0,6,1,0,2,97,57,1,11,2,0,1,0,91,4,1,0,15,3,125,1,14,0,0,4,1,0,0,17,32,0,0,47,1,0,3,2,3,14,1,0,3,5,9,0,0,2,0,0,0,0,0,0,0,0,7,95,0,0,9,0,3,48,2,2,287,180,1,8,0,0,0,0,1391
2020-11-04,0,30,0,13,17,1,0,7,0,1,0,27,1,19,24,4,15,0,3,1,1.5,4,0,8,0,0,1,51,46,3,24,3,0,0,2,55,6,1,0,10,3,144,1,11,0,1,6,1,0,0,6,35,0,0,25,1,0,5,2,2,6,3,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,5,70,0,0,6,0,2,49,2,2,411,150,2,8,0,0,0,0,1356
2020-11-05,0,36,0,6,11,2,0,4,0,0,0,21,0,21,20,1,19,0,2,3,2,15,0,11,0,0,3,43,41,1,52,1,0,0,0,69,10,1,0,15,2,126,0,19,1,1,4,1,0,0,4,25,0,0,29,1,1,2,2,1,3,5,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,8,73,0,0,3,0,0,28,2,3,548,199,2,6,0,0,0,0,1547
2020-11-06,1,43,0,10,6,0,0,12,1,0,0,29,0,15,11,3,16,0,3,3,1,3,0,6,1,0,0,52,37,2,23,2,0,1,0,69,6,1,0,21,1,85,0,17,5,0,2,1,0,0,5,23,0,2,16,1,0,4,12,0,7,1,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,7,62,0,0,6,0,0,43,1.5,1,284,180,1,10,0,0,0,0,1181
2020-11-07,1,27,0,9,18,0,0,4,10,0,0,33,1,17,16,3,7,0,1,1,1,2,1,4,0,0,0,37,43,2,36,0,0,0,0,62,8,1,0,16,1.5,101,0,11,3.5,0,1,1,0,0,13,35,0,0,20,1,0,2,4,0,6,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,7,45,0,0,5,0,2,30,1,5,317,244,1,10,1,0,0,0,1259
2020-11-08,3,18,0,4,14,1,0,13,10.5,1,0,30,0,28,16,2,6,2,1,1,2,2,1,8,0,0,2,83,65,1.5,21,0,0,0,0,62,5,1.5,0,20,2,107,0,10,2,0,2,3,0,0,8,28,0,0,22,0,0,2,3,1,8,2,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,4,89,0,0,8,0,0,36,0,1,200,216,1,5,1,0,1,0,1210
2020-11-09,2,32,0,7,9,1,0,3,11,1.5,1,30,0,30,21,4,6,0,1,4,3,4.5,1,11,0,0,0,47,55,1,21,0,0,2,1,63,6,2,0,12,3,93,0,14,1,2,1.5,3,0,0,9,30,0,0,21,0,0,3,2,1,7,2,0,1,10,5,0,0,1,0,0,0,0,0,0,0,0,4,52,0,0,4,0,0,27,0,3,216,254,1,6,1,0,1,0,1177
2020-11-10,1,46,0,11,7,1,1,8,6,2,1,53,0,48,19,2,11,0,6,3.5,2,7,2,15,0,0,0,93,55,21,25,1,0,1,0,54,6,0,0,18,2,147,1,18,1,1,1,5,0,0,7,49,0,0,23,0,1,4,3,1,7,4,0,13,4,6,0,0,1,0,0,0,0,0,0,0,0,7,98,0,0,10,1,0,57,1,4,277,286,3,7,0,0,1,0,1563
2020-11-11,2,29,0,11,10,3,0,20,6,1.5,2,57,0,30,19,4,11,1,11,3,4,6.5,1,6,0,1,1,83,60,41,14,4,0,0,0,102,7,0,1,25,2,123,1,10,4,0,1,2,1,0,6,45,0,0,16,1,0,2,0,1,19,4,0,1,7,14,0,0,0,0,1,2,0,3,0,1,0,18,100,5,0,9,0,0,85,3,4,272,329,2,6,0,0,0,0,1687
2020-11-12,2,21,0,5,6,2,0,20,1,1,0,40,0,35,17,1,14,0,4,2,4,6,2,6,1,0,1,87,63,23,25,2,0,0,0,95,9,0,0,20,4,93,0,12,1,0,5,1,6,0,5,30,0,1,11,1,0,2,0,1,16,4,0,2,6,5,4,0,0,0,0,1,0,2,0,1,1,8,73,5,1,7,0,0,68,1,1,236,372,2,8,0,0,0,0,1509
2020-11-13,2,27,0,8,15,0,0,6,4.5,0,0,42,0,53,19,1,8,0,3,3,3,2,2,1,0,0,1,45,47,5,22,0,0,1,0,63,8,1,0,18,2,91,0,11,3,0,2,2,6,0,7,29,1,0,21,1,0,2,1,0,23,3,0,3,5,5,4,0,0,0,0,1,0,2.5,0,1.5,0,3,61,11,3,10,0,1,54,2,3,198,506,4,6,0,0,0,0,1511
2020-11-14,1.5,20,0,17,45,0,0,14,8,0,0,33,0,72,12,1,4,1,4,5,2,2,1.5,8,0,0,1,34,81,0,23,0,0,0,0,74,3,2,0,16,6,108,0,8,6,0,3,1,24,0,6,24,0,0,26,4,0,5,1,0,18,2,0,2,2,5,10,0,0,0,1,5,0,3,1,2,0,1,50,5,2,2,0,1.5,75,3,1,189,488,2,5,0,0,1,0,1595
2020-11-15,1,15,0,7,31,1,0,5,0,0,2,42,0,60,13,1,2,1,4,3,2,1,1,8,0,0,1,37,51,0,16,1,0,0,0,79,3,1,2,18,10,112,0,13,3,1,1,1,10,0,7,20,0,1,10,0,0,2,1,2,6,3,0,4,3,4,3,0,0,0,0,1,0,2,1,1,0,1,46,4,3,2,0,2,43,1,2,202,389,2,8,0,0,0,0,1351
2020-11-16,3,38,0,16,18,1,0,8,0,1,1.5,34,1,61,29,5,8,0,2,6,2,2,1,17,1,0,1,53,84,0,18,1.5,0,0,0,82,6,1,1.5,23,2,108,1,8,2.5,2,4,1,10,0,3,29,1,1,16,0,0,1,1,2,19,0,0,2,5,1,1,2,1,0,1,3,0,4,1,2,0,3,67,5,3,10,1,1,109,3,2,162,407,3,11,0,0,0,0,1569
2020-11-17,2,39,0,45,24,2,0,10,1,1,1,51,0,58,18,1,17,0,10,4.5,2,3,2,14,1,0,2,95,74,1,32,2,0,0,0,119,3,1,1,28,1.5,106,1,17,2,0,7,2,3,0,11,70,0,2,31,0,2,6,1,2,22,0,1,3,7,8,3,0,1,0,0,3,1,6,0,7,1,6,87,1,3,14,1,4,479,3,4,300,583,3,13,0,0,0,3,2527
2020-11-18,2,29,0,45,12,2,0,16,2,0,1,74,0,76,16,3,17,2,2,3,1.5,3,6,8,1,0,4,81,80,1,17,7,0,1,0,165,21,4,3,24,1,92,1,18,4,0,9,5,7,0,8,68,0,1,42,2,2,22,3,2,23,2,1,7,17,7,0,0,1,0,1,2,1,3,0,5,0,14,104,4,4,16,2,6,193,6,4,308,648,11,12,1,0,1,2,2451
2020-11-19,1,32,0,34,6,1,0,5,1,0,0,49,0,42,18,3,17,1,3,4,1,3,2,6,0,0,7,43,53,1,19,0,0,0,0,109,11,1,1,11,2,63,1,16,2.5,0,5,1,2,0,8,33,0,0,22,1.5,0,13,4,2,18,1.5,1,4,13,3,0,0,1,0,1,7,1,4,1,2,0,5,46,5,2,6,0,2,103,2,3,190,459,6,5,0,0,0,2,1555
2020-11-20,1,29,0,28,8,1,0,9,1,0,0,32,1,95,15,2,4,1,2,1,4,3,1,5,0,1,4,23,41,1.5,8,0,0,0,1,139,5,2,2,18,3,66,0,13,1,0,4,1,8,0,6,38,0,0,13,1,0,4,1,0,17,1,1,2,3,5,2,0,1,2,0,3,0,2,1,1.5,1,5,51,3,2,6,0,6,96,2,2,201,382,5,4,0,0,0,2,1468
2020-11-21,1,21,0,15,7,2.5,0,2,1,0,0,32,0,111,17,2,3,0,3.5,2,3,4,1,5,0,0,2,21,33,2,9,2,0,0,0,133,6,3,1,15,1,60,0,12,1.5,0,1,2,1,0,7,23,0,1,27,0,0,3,0,0,13,2,0,2,7,6,5,1,1,0,1,1,0,2,0,1,2,5,32,7,2,5,0,4,100,1.5,1,167,398,1,2,0,2,1,1,1372
2020-11-22,0,15,0,18,11,4,0,8,1,1,0,34,0,92,7,1,4,0,5,3,2,1,2,7,3,0,1,33,61,1.5,9,0,0,0,0,152,9,4,2,24,4,75,0,24,2,0,8,1,5,0,5,21,0,1,16,0,0,3,0,1,10,4,0,2,4,3,6,1,1,0,0,2,0,3,0,0,1,5.5,44,7,2,7,0,8,117,1,2,158,363,3,14,0,0,1,0,1452
2020-11-23,0,30,0,13,11,3,1,4,1,1,0,45,0,77,7,1,7,0,3,2,2,2,3,5,2,0,1.5,30,34,1,14,0,0,0,0,138,10,0,1,13,3,40,0,13,1,0,3,1,2,0,14,23,1,1,12,0,0,1,2,1,46,2.5,0,4,4,3,4,1,1,0,0,3,0,5,0,0,1,6,50,6,2,4,0,5,84,0,3,223,334,1,6,0,0,1,0,1378
2020-11-24,1,36,0,10,14,2.5,0,4,0,1.5,0,33,0,57,13,4,6,0,1,1.5,1,1,2,6,1,0,2,38,30,1.5,15,1,0,0,0,155,8,0,1,12,3,48,2,14,1,1,4,1,2,0,10,36,0,0,10,2,0,10,1,1,15,1,0,3,2,7,0,1,0,0,0,0,0,1,1,1,1,3,42,2,7,3,0,3,58,0,4,146,312,1,9,0,0,1,2,1247
2020-11-25,0,24,0,9,5,2,0,5,0,2,0,33,0,77,12,2,20,0,3,1,1,8,1,9,1,0,4,35,59,2,3,2,0,0,0,111,11,0,2,12,3,49,1,15,1,1,3,2,1,0,5,36,0,0,8,1,0,4,1,0,22,1,1,2,5,6,0,2,0,0,0,0,0,2,0,1,1,4,61,3,12,7,0,4,120,0,5,147,333,1,5,0,0,0,0,1333
2020-11-26,0,37,0,8,5,1.5,0,10,0,0,2,36,0,58,25,1,7,1,5,1,1,1,3,12,0,0,1,37,50,3,14,5,0,0,0,116,11,0,1,9,3,68,1,13,2.5,1,1,1.5,4,1,4,43,2,2,10,1,0,4,1,0,41,2,0,0,3,1,0,2.5,1,0,0,1,1,1,0,1,1,5,63,7,2,5,1,2,122,1,1,231,384,1,7,0,0,0,0,1515
